iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
5590,1.7715610000000007e-03,2.9062430799783773e-05,1.7445362348636251e-05,2.9062430799783773e-05,2.9160313555633248e-06,1.5573053522817762e+01,9.6741706964064444e-01,1.7674176259416132e+01,1.0000000000000002e-10,2.7097656386406399e+00,6.9686365801940493e+00,3.5909221483278430e+04,6.3223505366052123e+01
5600,1.7715610000000007e-03,2.9439896179625630e-05,1.5903530984495776e-05,2.9439896179625630e-05,3.3427320145743973e-06,1.5573626289403499e+01,9.6748707271952328e-01,1.7674698574821907e+01,1.0000000000000002e-10,2.7099186800049164e+00,6.9689972875186701e+00,3.5909221482714871e+04,6.3226712045666318e+01
5610,1.7715610000000007e-03,2.6408489024925160e-05,1.5266592322851472e-05,2.6408489024925160e-05,3.5991692615435796e-06,1.5574204561614755e+01,9.6758874294126884e-01,1.7675353402805044e+01,1.0000000000000002e-10,2.7104498940197002e+00,6.9693565042066989e+00,3.5909221482877969e+04,6.3230055479867374e+01
5620,1.7715610000000007e-03,2.6715642849277751e-05,1.7052427854193347e-05,2.6715642849277751e-05,3.0419639593023354e-06,1.5574785831388482e+01,9.6770740087166851e-01,1.7675984814017212e+01,1.0000000000000002e-10,2.7105620383516849e+00,6.9697131122151150e+00,3.5909221483010639e+04,6.3233458662591040e+01
5630,1.7715610000000007e-03,3.0966151429045459e-05,1.7507232125616068e-05,3.0966151429045459e-05,3.1146654038045148e-06,1.5575364642890408e+01,9.6781258608960974e-01,1.7676611073042366e+01,1.0000000000000002e-10,2.7107877358692498e+00,6.9700684308094436e+00,3.5909221483228474e+04,6.3236811303097980e+01
5640,1.7715610000000007e-03,2.8329886539858668e-05,1.5094787214726026e-05,2.8329886539858668e-05,3.9670510009975759e-06,1.5575935767221416e+01,9.6787530055820858e-01,1.7677138305913228e+01,1.0000000000000002e-10,2.7107698667290858e+00,6.9704244249010365e+00,3.5909221482689412e+04,6.3240037581322113e+01
5650,1.7715610000000007e-03,2.5045632540000950e-05,1.6080409677050664e-05,2.5045632540000950e-05,3.4788069783811349e-06,1.5576499365947571e+01,9.6790347578715097e-01,1.7677878330222370e+01,1.0000000000000002e-10,2.7110061993756625e+00,6.9707800627458330e+00,3.5909221482767229e+04,6.3243260046793061e+01
5660,1.7715610000000007e-03,3.0989805708382761e-05,1.8531753928402577e-05,3.0989805708382761e-05,3.0559476990757702e-06,1.5577059590503769e+01,9.6793040889002668e-01,1.7678665509810987e+01,1.0000000000000002e-10,2.7114381258454072e+00,6.9711349389367143e+00,3.5909221482939902e+04,6.3246525620626642e+01
5670,1.7715610000000007e-03,3.0420364922793789e-05,1.6078374469710988e-05,3.0420364922793789e-05,3.9558426724084953e-06,1.5577620482976693e+01,9.6798288878669536e-01,1.7679238414059402e+01,1.0000000000000002e-10,2.7116135500711311e+00,6.9714891903256522e+00,3.5909221482638044e+04,6.3249814945356270e+01
5680,1.7715610000000007e-03,2.5378258087742177e-05,1.5483731134686242e-05,2.5378258087742177e-05,3.9390469944465658e-06,1.5578183667232596e+01,9.6806068055586847e-01,1.7679675463658985e+01,1.0000000000000002e-10,2.7120237203025832e+00,6.9718428593283086e+00,3.5909221482966241e+04,6.3253082960222763e+01
5690,1.7715610000000007e-03,2.9513490683812301e-05,1.8752686084975351e-05,2.9513490683812301e-05,3.2428223818909066e-06,1.5578747740875800e+01,9.6814842375610732e-01,1.7680438737633448e+01,1.0000000000000002e-10,2.7122504968447863e+00,6.9721948072265221e+00,3.5909221483022848e+04,6.3256446827404467e+01
5700,1.7715610000000007e-03,3.1301334073474576e-05,1.7509165203305579e-05,3.1301334073474576e-05,3.6497598028088562e-06,1.5579310997737915e+01,9.6823640188664517e-01,1.7681250779035917e+01,1.0000000000000002e-10,2.7122591885557941e+00,6.9725458686047208e+00,3.5909221482663546e+04,6.3259918978683373e+01
5710,1.7715610000000007e-03,2.6708064910336860e-05,1.5251822718961642e-05,2.6708064910336860e-05,4.2564602434588586e-06,1.5579872336448757e+01,9.6831881583582236e-01,1.7681676121633533e+01,1.0000000000000002e-10,2.7124400500982380e+00,6.9728947782426340e+00,3.5909221482638837e+04,6.3263230937489560e+01
5720,1.7715610000000007e-03,2.6962064882742984e-05,1.7901147082716656e-05,2.6962064882742984e-05,3.5150888116988913e-06,1.5580431699016392e+01,9.6839007704753077e-01,1.7682256872888402e+01,1.0000000000000002e-10,2.7130404761694797e+00,6.9732420785733105e+00,3.5909221482579087e+04,6.3266447898082312e+01
5730,1.7715610000000007e-03,3.0784566447618678e-05,1.9186251125894570e-05,3.0784566447618678e-05,3.2040589772871786e-06,1.5580989475377773e+01,9.6845237069754231e-01,1.7683052099845458e+01,1.0000000000000002e-10,2.7129545425560320e+00,6.9735880695714076e+00,3.5909221482816865e+04,6.3269545066833459e+01
5740,1.7715610000000007e-03,3.0487452521139499e-05,1.6566822317165713e-05,3.0487452521139499e-05,4.3525726091689430e-06,1.5581546700843765e+01,9.6850831528126213e-01,1.7683503734984736e+01,1.0000000000000002e-10,2.7131369735921496e+00,6.9739326593830810e+00,3.5909221483096815e+04,6.3272889683660573e+01
5750,1.7715610000000007e-03,2.6427297635975493e-05,1.6899123963215674e-05,2.6427297635975493e-05,4.1849857131134481e-06,1.5582105160891315e+01,9.6857153673112772e-01,1.7684022531601684e+01,1.0000000000000002e-10,2.7131820073089852e+00,6.9742769984171105e+00,3.5909221482653040e+04,6.3276180222884726e+01
5760,1.7715610000000007e-03,3.0561811785210573e-05,2.0133539067589275e-05,3.0561811785210573e-05,3.3653930704605204e-06,1.5582664782199943e+01,9.6865353499691942e-01,1.7684685721019093e+01,1.0000000000000002e-10,2.7138571841688215e+00,6.9746215034598755e+00,3.5909221482516972e+04,6.3279388509571696e+01
5770,1.7715610000000007e-03,3.4768246194856707e-05,1.8862123788436814e-05,3.4768246194856707e-05,4.2820220916187868e-06,1.5583222273807191e+01,9.6874387074257196e-01,1.7685571889417151e+01,1.0000000000000002e-10,2.7137207400434540e+00,6.9749658051720731e+00,3.5909221482515888e+04,6.3282662797061519e+01
5780,1.7715610000000007e-03,2.6539209679206819e-05,1.5803490253233145e-05,2.6539209679206819e-05,5.0355806465910859e-06,1.5583771525786339e+01,9.6880483130582984e-01,1.7686180020506129e+01,1.0000000000000002e-10,2.7138753988070015e+00,6.9753071814309155e+00,3.5909221482510940e+04,6.3286058917169555e+01
5790,1.7715610000000007e-03,2.9402950660114917e-05,2.0213310185808257e-05,2.9402950660114917e-05,3.9647297566372020e-06,1.5584311322029384e+01,9.6882322015821809e-01,1.7686592661829220e+01,1.0000000000000002e-10,2.7144164870560039e+00,6.9756474047486829e+00,3.5909221482622772e+04,6.3289256627551644e+01
5800,1.7715610000000007e-03,3.6734497480202416e-05,2.1290409169778542e-05,3.6734497480202416e-05,4.1129633498689306e-06,1.5584847167640358e+01,9.6883451451886138e-01,1.7687346395647456e+01,1.0000000000000002e-10,2.7143251414841250e+00,6.9759920413337646e+00,3.5909221482463821e+04,6.3292371978866313e+01
5810,1.7715610000000007e-03,2.7910966078926267e-05,1.5671508749393578e-05,2.7910966078926267e-05,5.7442239464694013e-06,1.5585390856754113e+01,9.6890200782177449e-01,1.7687793385652611e+01,1.0000000000000002e-10,2.7144340515350578e+00,6.9763335802670117e+00,3.5909221482549314e+04,6.3295811248524039e+01
5820,1.7715610000000007e-03,2.7363381417819060e-05,1.9839925607571486e-05,2.7363381417819060e-05,4.6977785343555154e-06,1.5585949512959418e+01,9.6904819277730037e-01,1.7688374970890550e+01,1.0000000000000002e-10,2.7149840277044990e+00,6.9766728661788271e+00,3.5909221482453424e+04,6.3298960086022838e+01
5830,1.7715610000000007e-03,3.5501438851634338e-05,2.2478431016765814e-05,3.5501438851634338e-05,4.0320900321703182e-06,1.5586516734441389e+01,9.6922281127108945e-01,1.7689051423280059e+01,1.0000000000000002e-10,2.7150930788138989e+00,6.9770097344218280e+00,3.5909221482353729e+04,6.3302026823699393e+01
5840,1.7715610000000007e-03,3.0255986580605545e-05,1.6830675322889467e-05,3.0255986580605545e-05,5.6986666309028292e-06,1.5587076774294129e+01,9.6933129715859134e-01,1.7689535394927077e+01,1.0000000000000002e-10,2.7149608176938309e+00,6.9773447044635102e+00,3.5909221482893925e+04,6.3305386216684390e+01
5850,1.7715610000000007e-03,2.6723850667299407e-05,1.8496423645233515e-05,2.6723850667299407e-05,5.1411193123050025e-06,1.5587616565045753e+01,9.6932081248976665e-01,1.7690390235775538e+01,1.0000000000000002e-10,2.7154232491940915e+00,6.9776779665304227e+00,3.5909221482462985e+04,6.3308586749017152e+01
5860,1.7715610000000007e-03,3.3929421687759438e-05,2.2218318301691556e-05,3.3929421687759438e-05,4.0037574440046552e-06,1.5588140096832875e+01,9.6925880944458120e-01,1.7691039280597785e+01,1.0000000000000002e-10,2.7157983640206522e+00,6.9780104431653651e+00,3.5909221482384921e+04,6.3311645975071201e+01
5870,1.7715610000000007e-03,3.4703392022719797e-05,1.8570320478843336e-05,3.4703392022719797e-05,5.3160880447936445e-06,1.5588660210476435e+01,9.6924447597297414e-01,1.7691501050324440e+01,1.0000000000000002e-10,2.7158912088960694e+00,6.9783431611300006e+00,3.5909221482432091e+04,6.3314972926389153e+01
5880,1.7715610000000007e-03,2.6384228515230589e-05,1.6555221964095073e-05,2.6384228515230589e-05,5.5740510722518349e-06,1.5589191152317689e+01,9.6933329385838396e-01,1.7692102103426901e+01,1.0000000000000002e-10,2.7159867843216872e+00,6.9786762585327970e+00,3.5909221482456262e+04,6.3318118456685333e+01
5890,1.7715610000000007e-03,3.0837316787215603e-05,2.1031501022858176e-05,3.0837316787215603e-05,4.2132898029078457e-06,1.5589735244654232e+01,9.6948302222991056e-01,1.7692848266739620e+01,1.0000000000000002e-10,2.7163750168762064e+00,6.9790086706659196e+00,3.5909221482317851e+04,6.3321077689676223e+01
5900,1.7715610000000007e-03,3.7628453658695428e-05,2.0988104742052870e-05,3.7628453658695428e-05,4.6943430420693374e-06,1.5590287810236804e+01,9.6963743979881667e-01,1.7693383890925457e+01,1.0000000000000002e-10,2.7162595187221563e+00,6.9793408191640136e+00,3.5909221482394925e+04,6.3324544990645329e+01
5910,1.7715610000000007e-03,2.7717849908758378e-05,1.5123064361855183e-05,2.7717849908758378e-05,6.0535489239641601e-06,1.5590841127389981e+01,9.6974801638018926e-01,1.7693948097075939e+01,1.0000000000000002e-10,2.7164574795363148e+00,6.9796684636426392e+00,3.5909221482396693e+04,6.3327751287177179e+01
5920,1.7715610000000007e-03,2.6445192927499641e-05,1.8664911672360267e-05,2.6445192927499641e-05,4.7836761044671397e-06,1.5591388173797005e+01,9.6981303688038178e-01,1.7694604314270112e+01,1.0000000000000002e-10,2.7175520040641290e+00,6.9799960065265392e+00,3.5909221482336616e+04,6.3330691576652846e+01
5930,1.7715610000000007e-03,3.6141972043018124e-05,2.1539876618164982e-05,3.6141972043018124e-05,4.1592104782626929e-06,1.5591925040302398e+01,9.6985093286764912e-01,1.7695251116307148e+01,1.0000000000000002e-10,2.7171475625817441e+00,6.9803243301257147e+00,3.5909221482298912e+04,6.3333848023525071e+01
5940,1.7715610000000007e-03,3.0104650986147971e-05,1.4982551232368421e-05,3.0104650986147971e-05,5.6790760722438574e-06,1.5592449167499852e+01,9.6986394207892124e-01,1.7695613034422191e+01,1.0000000000000002e-10,2.7169702277692771e+00,6.9806528707385347e+00,3.5909221482369147e+04,6.3337139481310061e+01
5950,1.7715610000000007e-03,2.3443348772053836e-05,1.5488678131612619e-05,2.3443348772053836e-05,5.0344319294062223e-06,1.5592963581266810e+01,9.6985780895494622e-01,1.7696347615282320e+01,1.0000000000000002e-10,2.7177272615039838e+00,6.9809801722473743e+00,3.5909221482336448e+04,6.3340085301105866e+01
5960,1.7715610000000007e-03,3.1058074849967465e-05,1.9960358684881173e-05,3.1058074849967465e-05,3.8882171451781769e-06,1.5593476250147098e+01,9.6986365479796866e-01,1.7697275475229784e+01,1.0000000000000002e-10,2.7178775444777044e+00,6.9813050663052358e+00,3.5909221482274137e+04,6.3343271111203030e+01
5970,1.7715610000000007e-03,3.2392356907805391e-05,1.6647081397482120e-05,3.2392356907805391e-05,4.5552763692098155e-06,1.5593995637344179e+01,9.6992069001689518e-01,1.7697648592374332e+01,1.0000000000000002e-10,2.7177180667648519e+00,6.9816292291373827e+00,3.5909221482369343e+04,6.3346768826944754e+01
5980,1.7715610000000007e-03,2.3962576098118522e-05,1.3084639292183963e-05,2.3962576098118522e-05,5.0422252555434923e-06,1.5594527951897213e+01,9.7004364706369439e-01,1.7698024184644090e+01,1.0000000000000002e-10,2.7180064267321877e+00,6.9819516861671502e+00,3.5909221482402339e+04,6.3349909322262619e+01
5990,1.7715610000000007e-03,2.4504156296602909e-05,1.6827451507139222e-05,2.4504156296602909e-05,3.9047595994691376e-06,1.5595069876269648e+01,9.7019490825583143e-01,1.7698875004272843e+01,1.0000000000000002e-10,2.7186025899556259e+00,6.9822738340202566e+00,3.5909221482313427e+04,6.3352534779572707e+01
6000,1.7715610000000007e-03,3.2341826116294934e-05,1.8558904436709466e-05,3.2341826116294934e-05,3.5854340852685496e-06,1.5595613570646726e+01,9.7033007056839060e-01,1.7699430092766409e+01,1.0000000000000002e-10,2.7185261740806794e+00,6.9825964904892004e+00,3.5909221482287780e+04,6.3355795824818955e+01
6010,1.7715610000000007e-03,2.9028777219456976e-05,1.3748686021555372e-05,2.9028777219456976e-05,4.8157438439945770e-06,1.5596150682451539e+01,9.7041176102435056e-01,1.7699802291696610e+01,1.0000000000000002e-10,2.7183824676723187e+00,6.9829173833837466e+00,3.5909221482332796e+04,6.3359121758216489e+01
6020,1.7715610000000007e-03,2.0705689910045867e-05,1.2570686231797832e-05,2.0705689910045867e-05,4.4108688102436081e-06,1.5596677322252354e+01,9.7044317546359871e-01,1.7700454297851195e+01,1.0000000000000002e-10,2.7191935630595916e+00,6.9832348518889695e+00,3.5909221482298075e+04,6.3362022900456175e+01
6030,1.7715610000000007e-03,2.7241786304058843e-05,1.7181471707554185e-05,2.7241786304058843e-05,3.4140865450285648e-06,1.5597195058787374e+01,9.7045971135816012e-01,1.7701320447174826e+01,1.0000000000000002e-10,2.7195691365738801e+00,6.9835530199385012e+00,3.5909221482247740e+04,6.3365094452149457e+01
6040,1.7715610000000007e-03,3.1147085531242623e-05,1.6468142574475130e-05,3.1147085531242623e-05,3.7564098727863235e-06,1.5597706784455818e+01,9.7048545922554863e-01,1.7701917295945456e+01,1.0000000000000002e-10,2.7189588678648398e+00,6.9838736272134163e+00,3.5909221482241606e+04,6.3368319446731597e+01
6050,1.7715610000000007e-03,2.3596482824043844e-05,1.1043855824258530e-05,2.3596482824043844e-05,4.4705643843164494e-06,1.5598215758653332e+01,9.7052269012975223e-01,1.7702112050366946e+01,1.0000000000000002e-10,2.7191980400700446e+00,6.9841954988209753e+00,3.5909221482325243e+04,6.3371399828537548e+01
6060,1.7715610000000007e-03,2.1146069650209222e-05,1.3440458663215435e-05,2.1146069650209222e-05,3.7191493554085719e-06,1.5598725532488816e+01,9.7056661677961509e-01,1.7702864429275881e+01,1.0000000000000002e-10,2.7198817139461684e+00,6.9845126498197896e+00,3.5909221482288282e+04,6.3374214891755351e+01
6070,1.7715610000000007e-03,2.7075351397060075e-05,1.6631621090868647e-05,2.7075351397060075e-05,3.0486584657037744e-06,1.5599238876671162e+01,9.7062403418168819e-01,1.7703574208530465e+01,1.0000000000000002e-10,2.7200880300560990e+00,6.9848286771491326e+00,3.5909221482245790e+04,6.3377503547828724e+01
6080,1.7715610000000007e-03,2.7956142560945875e-05,1.4076789178331588e-05,2.7956142560945875e-05,3.5383438416351872e-06,1.5599757132538134e+01,9.7070447224132539e-01,1.7703986335236063e+01,1.0000000000000002e-10,2.7199588714115404e+00,6.9851439134524531e+00,3.5909221482292443e+04,6.3380759984039415e+01
6090,1.7715610000000007e-03,2.1691713808663696e-05,1.0914818963056868e-05,2.1691713808663696e-05,3.9551065189638258e-06,1.5600279263901646e+01,9.7080270129375357e-01,1.7704361282387840e+01,1.0000000000000002e-10,2.7199572818162689e+00,6.9854556965567598e+00,3.5909221482351233e+04,6.3383794997126053e+01
6100,1.7715610000000007e-03,2.0643068950617116e-05,1.3968142487023175e-05,2.0643068950617116e-05,3.1919676336650072e-06,1.5600801556662478e+01,9.7089835224707366e-01,1.7705148883473203e+01,1.0000000000000002e-10,2.7206094244258581e+00,6.9857669964846316e+00,3.5909221482247609e+04,6.3386651562818230e+01
6110,1.7715610000000007e-03,2.8124263725514514e-05,1.6687765063144555e-05,2.8124263725514514e-05,2.8687583114060367e-06,1.5601320727699507e+01,9.7097908515603315e-01,1.7705795949847367e+01,1.0000000000000002e-10,2.7207844998289650e+00,6.9860813349374258e+00,3.5909221482244102e+04,6.3389779241628212e+01
6120,1.7715610000000007e-03,2.9228390666269051e-05,1.3854566216050676e-05,2.9228390666269051e-05,3.8401208702070280e-06,1.5601835560039461e+01,9.7104188957906157e-01,1.7706198957988164e+01,1.0000000000000002e-10,2.7205304672896364e+00,6.9863943610699177e+00,3.5909221482269728e+04,6.3393034236435689e+01
6130,1.7715610000000007e-03,2.0623657086553085e-05,1.1057548327530853e-05,2.0623657086553085e-05,4.1376161519182377e-06,1.5602347637785297e+01,9.7109795503067997e-01,1.7706751425617625e+01,1.0000000000000002e-10,2.7210171815901503e+00,6.9867047277619010e+00,3.5909221482284302e+04,6.3395940265410701e+01
6140,1.7715610000000007e-03,2.3394518512959958e-05,1.5642337475942879e-05,2.3394518512959958e-05,3.3397160168508434e-06,1.5602859281128955e+01,9.7116343848836240e-01,1.7707397753183933e+01,1.0000000000000002e-10,2.7216085424539367e+00,6.9870134048592281e+00,3.5909221482232715e+04,6.3398699944958601e+01
6150,1.7715610000000007e-03,3.1324988802638890e-05,1.7604546914655545e-05,3.1324988802638890e-05,3.2815345850356646e-06,1.5603370252661705e+01,9.7123760180570584e-01,1.7708115149935278e+01,1.0000000000000002e-10,2.7212064838918706e+00,6.9873225892264772e+00,3.5909221482233705e+04,6.3401872569463990e+01
6160,1.7715610000000007e-03,2.6728277036120609e-05,1.2205436012825834e-05,2.6728277036120609e-05,4.5131774772331075e-06,1.5603877620148669e+01,9.7129907258917125e-01,1.7708576701341201e+01,1.0000000000000002e-10,2.7213973412657637e+00,6.9876328667647201e+00,3.5909221482285910e+04,6.3404950367346956e+01
6170,1.7715610000000007e-03,2.0107597008409369e-05,1.2614725438756604e-05,2.0107597008409369e-05,4.1747732979847811e-06,1.5604378315563425e+01,9.7132500590128890e-01,1.7709054972463932e+01,1.0000000000000002e-10,2.7219130603281081e+00,6.9879427937761207e+00,3.5909221482247551e+04,6.3407896905701442e+01
6180,1.7715610000000007e-03,2.6766930054371429e-05,1.7320073040742047e-05,2.6766930054371429e-05,3.3202222564578343e-06,1.5604873869689893e+01,9.7133176517993791e-01,1.7709646606980417e+01,1.0000000000000002e-10,2.7221779270330733e+00,6.9882474740087321e+00,3.5909221482233886e+04,6.3410840946126655e+01
6190,1.7715610000000007e-03,3.0407327401089630e-05,1.6016131721459431e-05,3.0407327401089630e-05,3.6173536129097127e-06,1.5605368736605124e+01,9.7135467969724576e-01,1.7710266763250342e+01,1.0000000000000002e-10,2.7221946685306921e+00,6.9885538396494580e+00,3.5909221482229768e+04,6.3413903407256825e+01
