iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
6550,1.7715610000000007e-03,1.6697364041181426e-05,1.0352725577942294e-05,1.6697364041181426e-05,2.7645599173831625e-06,1.5622819685681218e+01,9.7358670400396086e-01,1.7729670414269886e+01,1.0000000000000002e-10,2.7293938269220552e+00,6.9990718757609116e+00,3.5909221481580127e+04,6.3518193806443158e+01
6560,1.7715610000000007e-03,2.3474208260829537e-05,1.3389639552639826e-05,2.3474208260829537e-05,2.4893496063659078e-06,1.5623287596278372e+01,9.7367560368604200e-01,1.7730233771457641e+01,1.0000000000000002e-10,2.7296076998970191e+00,6.9993492826625303e+00,3.5909221481578890e+04,6.3521206817268329e+01
6570,1.7715610000000007e-03,2.4450071732971540e-05,1.1163409689252559e-05,2.4450071732971540e-05,3.0352207858216635e-06,1.5623757417022402e+01,9.7376971074416929e-01,1.7730654840309750e+01,1.0000000000000002e-10,2.7293923660663424e+00,6.9996257635943095e+00,3.5909221481576984e+04,6.3524081305380811e+01
6580,1.7715610000000007e-03,1.8083101422110412e-05,7.5526373767718397e-06,1.8083101422110412e-05,3.3988647999996684e-06,1.5624227171488295e+01,9.7385605107471351e-01,1.7731000788407812e+01,1.0000000000000002e-10,2.7291992184935534e+00,6.9999037092184526e+00,3.5909221481575645e+04,6.3526724338781484e+01
6590,1.7715610000000007e-03,1.7460796005913770e-05,1.0807457395486327e-05,1.7460796005913770e-05,2.8164099027657796e-06,1.5624694918697008e+01,9.7392751586299842e-01,1.7731650747603918e+01,1.0000000000000002e-10,2.7294893794416222e+00,7.0001822675329120e+00,3.5909221481575441e+04,6.3529235325755060e+01
6600,1.7715610000000007e-03,2.3460329570182565e-05,1.3326192136887910e-05,2.3460329570182565e-05,2.4746235083299999e-06,1.5625159445183783e+01,9.7398565061152509e-01,1.7732278497450444e+01,1.0000000000000002e-10,2.7299284890820554e+00,7.0004606056379686e+00,3.5909221481575150e+04,6.3532020544845210e+01
6610,1.7715610000000007e-03,2.4880009509867908e-05,1.1136185154121491e-05,2.4880009509867908e-05,2.9817513918016158e-06,1.5625620001355717e+01,9.7403124950291031e-01,1.7732632026542408e+01,1.0000000000000002e-10,2.7296869660232841e+00,7.0007347670985727e+00,3.5909221481573426e+04,6.3534877551571299e+01
6620,1.7715610000000007e-03,1.8347758257165731e-05,7.8681253479928410e-06,1.8347758257165731e-05,3.3202104573481946e-06,1.5626076668110045e+01,9.7406600727377157e-01,1.7733056328066123e+01,1.0000000000000002e-10,2.7301567612867537e+00,7.0010074719977258e+00,3.5909221481570705e+04,6.3537557943050196e+01
6630,1.7715610000000007e-03,1.7274223779347237e-05,1.0696667154255052e-05,1.7274223779347237e-05,2.7114739445095332e-06,1.5626530860077168e+01,9.7409923058178816e-01,1.7733812913740998e+01,1.0000000000000002e-10,2.7306675540042007e+00,7.0012795547617692e+00,3.5909221481568595e+04,6.3540222917526748e+01
6640,1.7715610000000007e-03,2.4403626443998671e-05,1.3477397937401933e-05,2.4403626443998671e-05,2.4712398148721728e-06,1.5626984108187342e+01,9.7414036659930270e-01,1.7734381244810862e+01,1.0000000000000002e-10,2.7309696475959861e+00,7.0015525118155910e+00,3.5909221481568158e+04,6.3543186810217911e+01
6650,1.7715610000000007e-03,2.5093651362502467e-05,1.1128369768772055e-05,2.5093651362502467e-05,3.1110112287421809e-06,1.5627437499730288e+01,9.7419338529082178e-01,1.7734725833697286e+01,1.0000000000000002e-10,2.7308563447676435e+00,7.0018265074015087e+00,3.5909221481568631e+04,6.3546029075939892e+01
6660,1.7715610000000007e-03,1.8422491256148754e-05,7.6175007342257663e-06,1.8422491256148754e-05,3.3613888778470947e-06,1.5627891427816209e+01,9.7425237266420162e-01,1.7735010770300452e+01,1.0000000000000002e-10,2.7310238378766600e+00,7.0020999571050337e+00,3.5909221481568573e+04,6.3548701356262121e+01
6670,1.7715610000000007e-03,1.8315923653994750e-05,1.0844812273972406e-05,1.8315923653994750e-05,2.7615090253783588e-06,1.5628345365007023e+01,9.7431155931968239e-01,1.7735759139486223e+01,1.0000000000000002e-10,2.7314623971439014e+00,7.0023711310860417e+00,3.5909221481567227e+04,6.3551153644147298e+01
6680,1.7715610000000007e-03,2.3450328924182519e-05,1.3161507137521134e-05,2.3450328924182519e-05,2.4812088295947004e-06,1.5628798682718042e+01,9.7437282373089285e-01,1.7736342295902009e+01,1.0000000000000002e-10,2.7317515756406170e+00,7.0026429300389204e+00,3.5909221481565255e+04,6.3554046611833307e+01
6690,1.7715610000000007e-03,2.4210665707231070e-05,1.0733262226757497e-05,2.4210665707231070e-05,2.9305593255298459e-06,1.5629251057328521e+01,9.7443918047087064e-01,1.7736608213977700e+01,1.0000000000000002e-10,2.7317267453440621e+00,7.0029130255424832e+00,3.5909221481564069e+04,6.3557016051023396e+01
6700,1.7715610000000007e-03,1.8767581659031746e-05,7.7469163248266040e-06,1.8767581659031746e-05,3.1881742699630438e-06,1.5629702605848266e+01,9.7450965372104237e-01,1.7737011447942461e+01,1.0000000000000002e-10,2.7313920784947214e+00,7.0031808196078122e+00,3.5909221481564105e+04,6.3559687689207138e+01
6710,1.7715610000000007e-03,1.7212954061345762e-05,1.0350622888146348e-05,1.7212954061345762e-05,2.6276267269318059e-06,1.5630153456071888e+01,9.7457972108408009e-01,1.7737718316663528e+01,1.0000000000000002e-10,2.7319582190885434e+00,7.0034489710817533e+00,3.5909221481564477e+04,6.3562162598717961e+01
6720,1.7715610000000007e-03,2.2949439674206013e-05,1.2984184505791990e-05,2.2949439674206013e-05,2.3305395290239389e-06,1.5630603356990930e+01,9.7464665552842189e-01,1.7738433304595041e+01,1.0000000000000002e-10,2.7320707781851050e+00,7.0037176861733563e+00,3.5909221481563742e+04,6.3564849238528744e+01
6730,1.7715610000000007e-03,2.4665265020787280e-05,1.1446373895018028e-05,2.4665265020787280e-05,2.8586230119731119e-06,1.5631051921913967e+01,9.7470703833054784e-01,1.7738804318390272e+01,1.0000000000000002e-10,2.7317284638818462e+00,7.0039850084323572e+00,3.5909221481561617e+04,6.3567751999263969e+01
6740,1.7715610000000007e-03,1.8470700969133393e-05,7.7020625377131402e-06,1.8470700969133393e-05,3.2431151321375816e-06,1.5631499215893001e+01,9.7475945977162093e-01,1.7739048396532713e+01,1.0000000000000002e-10,2.7322728967288863e+00,7.0042500452646239e+00,3.5909221481559238e+04,6.3570419848224404e+01
6750,1.7715610000000007e-03,1.6620567114757133e-05,1.0034078489625199e-05,1.6620567114757133e-05,2.7089299656771780e-06,1.5631946066463543e+01,9.7480967575360278e-01,1.7739828585743386e+01,1.0000000000000002e-10,2.7328007342481122e+00,7.0045147598015891e+00,3.5909221481557754e+04,6.3572859901650943e+01
6760,1.7715610000000007e-03,2.2667361645483700e-05,1.3037160758401276e-05,2.2667361645483700e-05,2.4327840458715074e-06,1.5632393023500169e+01,9.7486410149411384e-01,1.7740492153245615e+01,1.0000000000000002e-10,2.7329034812274342e+00,7.0047799136969822e+00,3.5909221481557091e+04,6.3575531623538758e+01
6770,1.7715610000000007e-03,2.4049230776923755e-05,1.1180653617897683e-05,2.4049230776923755e-05,2.8709253208910006e-06,1.5632839610010784e+01,9.7492244982922460e-01,1.7740814987491348e+01,1.0000000000000002e-10,2.7326916156934695e+00,7.0050452913955059e+00,3.5909221481556277e+04,6.3578404807243309e+01
6780,1.7715610000000007e-03,1.7933737756300921e-05,7.4811645662324327e-06,1.7933737756300921e-05,3.2556359060274373e-06,1.5633283954013423e+01,9.7497386265719532e-01,1.7741043510210272e+01,1.0000000000000002e-10,2.7326708588303106e+00,7.0053101167043499e+00,3.5909221481554850e+04,6.3581050557826252e+01
6790,1.7715610000000007e-03,1.6133833958490782e-05,1.0035203935217308e-05,1.6133833958490782e-05,2.7162344278083371e-06,1.5633724333697206e+01,9.7501182602341319e-01,1.7741677640263806e+01,1.0000000000000002e-10,2.7333490700451484e+00,7.0055739110630180e+00,3.5909221481553308e+04,6.3583544472883375e+01
6800,1.7715610000000007e-03,2.1500541910344222e-05,1.2737042848042174e-05,2.1500541910344222e-05,2.3323577809883744e-06,1.5634160948216126e+01,9.7504338651896694e-01,1.7742272953119414e+01,1.0000000000000002e-10,2.7337327930681612e+00,7.0058370535321899e+00,3.5909221481552333e+04,6.3586268120941575e+01
6810,1.7715610000000007e-03,2.3790443628149513e-05,1.1294212240497195e-05,2.3790443628149513e-05,2.7507118029559635e-06,1.5634595669155393e+01,9.7508261512772032e-01,1.7742681781993969e+01,1.0000000000000002e-10,2.7336375996507520e+00,7.0060975459087391e+00,3.5909221481552202e+04,6.3589073389423326e+01
6820,1.7715610000000007e-03,1.8750698492934708e-05,7.8706238085597978e-06,1.8750698492934708e-05,3.2043810400177166e-06,1.5635031681456068e+01,9.7514168257030853e-01,1.7742903384056426e+01,1.0000000000000002e-10,2.7332652302856495e+00,7.0063574898317995e+00,3.5909221481552297e+04,6.3591707129159104e+01
6830,1.7715610000000007e-03,1.6417891396564976e-05,9.9180217597814095e-06,1.6417891396564976e-05,2.6726161795567263e-06,1.5635470503419532e+01,9.7521934555994372e-01,1.7743694450212228e+01,1.0000000000000002e-10,2.7335939125898259e+00,7.0066148614151711e+00,3.5909221481552042e+04,6.3594141820646790e+01
6840,1.7715610000000007e-03,2.2097133284576693e-05,1.3053525258477279e-05,2.2097133284576693e-05,2.3439930829253022e-06,1.5635911085933376e+01,9.7530610507686444e-01,1.7744455594720183e+01,1.0000000000000002e-10,2.7338899198305437e+00,7.0068747074796827e+00,3.5909221481551176e+04,6.3596692396351813e+01
6850,1.7715610000000007e-03,2.4286363451490361e-05,1.1617744124284956e-05,2.4286363451490361e-05,2.8551676620655294e-06,1.5636351339371828e+01,9.7538841467284654e-01,1.7744805947258275e+01,1.0000000000000002e-10,2.7339863497065959e+00,7.0071352942172282e+00,3.5909221481549874e+04,6.3599644303201785e+01
6860,1.7715610000000007e-03,1.8261356459258581e-05,7.6433535614867008e-06,1.8261356459258581e-05,3.3122062415359342e-06,1.5636789250098186e+01,9.7545278513364952e-01,1.7744996685565336e+01,1.0000000000000002e-10,2.7342808412871520e+00,7.0073953825377426e+00,3.5909221481548593e+04,6.3602297327817510e+01
6870,1.7715610000000007e-03,1.6320650953515202e-05,1.0056858925526517e-05,1.6320650953515202e-05,2.7811531469027404e-06,1.5637224739789456e+01,9.7550065377903794e-01,1.7745813928340919e+01,1.0000000000000002e-10,2.7344859556949750e+00,7.0076539857493652e+00,3.5909221481547611e+04,6.3604768839722382e+01
6880,1.7715610000000007e-03,2.1928720546648901e-05,1.3034014532618501e-05,2.1928720546648901e-05,2.4165695677304813e-06,1.5637658565079811e+01,9.7554361039028981e-01,1.7746485578527498e+01,1.0000000000000002e-10,2.7343798487578699e+00,7.0079112505019738e+00,3.5909221481546607e+04,6.3607220510583581e+01
6890,1.7715610000000007e-03,2.3085230752040563e-05,1.1212669170589773e-05,2.3085230752040563e-05,2.8563523080354751e-06,1.5638090932898448e+01,9.7558770236644599e-01,1.7746731906584333e+01,1.0000000000000002e-10,2.7343765776984772e+00,7.0081683316994736e+00,3.5909221481544919e+04,6.3610034854066583e+01
6900,1.7715610000000007e-03,1.7721732449965797e-05,7.8714973361667829e-06,1.7721732449965797e-05,3.2457869236763147e-06,1.5638521329896541e+01,9.7563019627642211e-01,1.7746955269445447e+01,1.0000000000000002e-10,2.7347821329184550e+00,7.0084256277452841e+00,3.5909221481542743e+04,6.3612752517061146e+01
6910,1.7715610000000007e-03,1.6473606959412272e-05,1.0130540160507089e-05,1.6473606959412272e-05,2.6650536257153252e-06,1.5638949581395476e+01,9.7566939754386162e-01,1.7747571957383691e+01,1.0000000000000002e-10,2.7354621940218808e+00,7.0086814881585804e+00,3.5909221481540793e+04,6.3615181716073060e+01
6920,1.7715610000000007e-03,2.1486231641937738e-05,1.2838995590553483e-05,2.1486231641937738e-05,2.2766764835868406e-06,1.5639376386808991e+01,9.7571062182506729e-01,1.7748278505051374e+01,1.0000000000000002e-10,2.7355250974250107e+00,7.0089354652492366e+00,3.5909221481539629e+04,6.3617483597729297e+01
6930,1.7715610000000007e-03,2.3605287556510672e-05,1.1385859473719183e-05,2.3605287556510672e-05,2.8087413190552557e-06,1.5639802888195986e+01,9.7576234497354519e-01,1.7748524614857661e+01,1.0000000000000002e-10,2.7353377244022496e+00,7.0091897739140148e+00,3.5909221481539411e+04,6.3620301503454826e+01
6940,1.7715610000000007e-03,1.8447077684983441e-05,7.8607482701685739e-06,1.8447077684983441e-05,3.2368827317909738e-06,1.5640229880865560e+01,9.7582520639483838e-01,1.7748792933027314e+01,1.0000000000000002e-10,2.7350978658479494e+00,7.0094413452833688e+00,3.5909221481539702e+04,6.3623007241177653e+01
6950,1.7715610000000007e-03,1.6506880232681863e-05,9.7925559272711640e-06,1.6506880232681863e-05,2.6764142495082327e-06,1.5640656749774140e+01,9.7589154557360136e-01,1.7749640303537955e+01,1.0000000000000002e-10,2.7354958356890098e+00,7.0096924356283665e+00,3.5909221481539775e+04,6.3625375521134856e+01
6960,1.7715610000000007e-03,2.1533672635330103e-05,1.2611544202803599e-05,2.1533672635330103e-05,2.3089882777244050e-06,1.5641082598949662e+01,9.7595586432251247e-01,1.7750452833264472e+01,1.0000000000000002e-10,2.7360186454422113e+00,7.0099444430384512e+00,3.5909221481538843e+04,6.3627794226035675e+01
6970,1.7715610000000007e-03,2.2495082817524405e-05,1.0901658352792163e-05,2.2495082817524405e-05,2.7671417260994913e-06,1.5641507147776620e+01,9.7601544747306734e-01,1.7750692434782628e+01,1.0000000000000002e-10,2.7361682591123708e+00,7.0101970417527131e+00,3.5909221481537141e+04,6.3630656749551619e+01
6980,1.7715610000000007e-03,1.7487561527661843e-05,7.5381517583026616e-06,1.7487561527661843e-05,3.0305660163138958e-06,1.5641931122558518e+01,9.7607081030823606e-01,1.7750811327451267e+01,1.0000000000000002e-10,2.7358619704564107e+00,7.0104512376612869e+00,3.5909221481535606e+04,6.3633369731340146e+01
6990,1.7715610000000007e-03,1.6344160481873810e-05,9.4559685233506632e-06,1.6344160481873810e-05,2.4694311595967001e-06,1.5642355396373542e+01,9.7612626010546788e-01,1.7751567601406229e+01,1.0000000000000002e-10,2.7361923899824756e+00,7.0107018953355063e+00,3.5909221481535264e+04,6.3635742370749632e+01
7000,1.7715610000000007e-03,1.9974221944013398e-05,1.1853875499858125e-05,1.9974221944013398e-05,2.0987403701935153e-06,1.5642779925159143e+01,9.7618492202546592e-01,1.7752135680714758e+01,1.0000000000000002e-10,2.7363185442488072e+00,7.0109519407510996e+00,3.5909221481535576e+04,6.3638080894867734e+01
7010,1.7715610000000007e-03,2.1738509094386541e-05,1.0870342947414769e-05,2.1738509094386541e-05,2.4214597349276365e-06,1.5643203940035489e+01,9.7624400330411421e-01,1.7752365115319460e+01,1.0000000000000002e-10,2.7363743065138557e+00,7.0112012089556197e+00,3.5909221481534842e+04,6.3640858395340807e+01
7020,1.7715610000000007e-03,1.9388807909973932e-05,8.0787819221442454e-06,1.9388807909973932e-05,2.7612153590264163e-06,1.5643626581646922e+01,9.7629818928667544e-01,1.7752749180754410e+01,1.0000000000000002e-10,2.7367233867964504e+00,7.0114493308914447e+00,3.5909221481532324e+04,6.3643443761116671e+01
7030,1.7715610000000007e-03,1.6799234440975804e-05,8.7160752830696063e-06,1.6799234440975804e-05,2.3899023865664030e-06,1.5644047588779305e+01,9.7634861299428632e-01,1.7753379038046141e+01,1.0000000000000002e-10,2.7370027954319145e+00,7.0116958823404261e+00,3.5909221481528955e+04,6.3645751339569593e+01
7040,1.7715610000000007e-03,1.9465116632551291e-05,1.1235263951845790e-05,1.9465116632551291e-05,2.0244270310282917e-06,1.5644466871522923e+01,9.7640049427455244e-01,1.7753971635300054e+01,1.0000000000000002e-10,2.7372542009457099e+00,7.0119422247153125e+00,3.5909221481526663e+04,6.3648195960180175e+01
7050,1.7715610000000007e-03,2.2981576667829918e-05,1.1471743135703704e-05,2.2981576667829918e-05,2.2768476984046069e-06,1.5644883861695911e+01,9.7645477065989561e-01,1.7754290639294922e+01,1.0000000000000002e-10,2.7370560466320448e+00,7.0121881953915874e+00,3.5909221481526605e+04,6.3651043049937485e+01
7060,1.7715610000000007e-03,2.0785862645217498e-05,8.6982109895782617e-06,2.0785862645217498e-05,2.7105014109532995e-06,1.5645297571282553e+01,9.7650416178199251e-01,1.7754357571434447e+01,1.0000000000000002e-10,2.7372480060863942e+00,7.0124324401757381e+00,3.5909221481528009e+04,6.3653672967590992e+01
7070,1.7715610000000007e-03,1.7459850931544432e-05,8.0091768223780481e-06,1.7459850931544432e-05,2.4505647918668787e-06,1.5645707724226476e+01,9.7654123236358270e-01,1.7755264473424251e+01,1.0000000000000002e-10,2.7377334276839083e+00,7.0126768649079860e+00,3.5909221481528773e+04,6.3655948014190784e+01
7080,1.7715610000000007e-03,1.9698177531770782e-05,1.0547708975269821e-05,1.9698177531770782e-05,2.0152615974807682e-06,1.5646115593840474e+01,9.7657055012024696e-01,1.7755869543288181e+01,1.0000000000000002e-10,2.7381314868269113e+00,7.0129244377390609e+00,3.5909221481527318e+04,6.3658202911798618e+01
7090,1.7715610000000007e-03,2.1741092981280801e-05,1.1290508628479268e-05,2.1741092981280801e-05,2.0306581114035905e-06,1.5646523258986424e+01,9.7660488630608855e-01,1.7756165845667674e+01,1.0000000000000002e-10,2.7384229471434578e+00,7.0131701749949409e+00,3.5909221481524357e+04,6.3660942914570740e+01
7100,1.7715610000000007e-03,2.0918680271717424e-05,9.1735746393662017e-06,2.0918680271717424e-05,2.2832659194610027e-06,1.5646932706857218e+01,9.7665546818173421e-01,1.7756525049638185e+01,1.0000000000000002e-10,2.7379400870072672e+00,7.0134140087033412e+00,3.5909221481522167e+04,6.3663541427990737e+01
7110,1.7715610000000007e-03,1.9176807638719321e-05,7.9367023715302909e-06,1.9176807638719321e-05,2.2428808142445848e-06,1.5647344717271885e+01,9.7672305434160211e-01,1.7757037866785772e+01,1.0000000000000002e-10,2.7379418841160041e+00,7.0136562136352900e+00,3.5909221481522254e+04,6.3665869028974228e+01
7120,1.7715610000000007e-03,1.8431018730140025e-05,9.4938978571710702e-06,1.8431018730140025e-05,1.9265351163264910e-06,1.5647758372840331e+01,9.7679677303340651e-01,1.7757400104752328e+01,1.0000000000000002e-10,2.7382728893781270e+00,7.0138970014009967e+00,3.5909221481523811e+04,6.3668292998786605e+01
7130,1.7715610000000007e-03,2.0950310751295221e-05,1.1021262132947813e-05,2.0950310751295221e-05,1.8180410945449172e-06,1.5648172298422059e+01,9.7686596804977366e-01,1.7757823973069435e+01,1.0000000000000002e-10,2.7385220079187191e+00,7.0141385186865275e+00,3.5909221481524328e+04,6.3670844181399978e+01
7140,1.7715610000000007e-03,2.3648146888647284e-05,1.0836158732633827e-05,2.3648146888647284e-05,2.1021773938061052e-06,1.5648585683048216e+01,9.7692702271276199e-01,1.7758124100981284e+01,1.0000000000000002e-10,2.7388049741500629e+00,7.0143797738035643e+00,3.5909221481522065e+04,6.3673539528933659e+01
7150,1.7715610000000007e-03,2.1171272533605781e-05,8.6902032289617980e-06,2.1171272533605781e-05,2.4304642416126988e-06,1.5648998329473256e+01,9.7698290529806808e-01,1.7758754095246978e+01,1.0000000000000002e-10,2.7387704666353385e+00,7.0146220937511732e+00,3.5909221481517961e+04,6.3675915852550844e+01
7160,1.7715610000000007e-03,1.8322556419195629e-05,8.7155056746489491e-06,1.8322556419195629e-05,2.1884948913979201e-06,1.5649410173831596e+01,9.7704070632805373e-01,1.7759161272803745e+01,1.0000000000000002e-10,2.7390634189758325e+00,7.0148615478713738e+00,3.5909221481514629e+04,6.3678213268095789e+01
7170,1.7715610000000007e-03,2.1265427266174275e-05,1.1066558673567462e-05,2.1265427266174275e-05,1.9412947711090633e-06,1.5649820568109543e+01,9.7710206253283083e-01,1.7759788590599683e+01,1.0000000000000002e-10,2.7392262427336780e+00,7.0151015370269469e+00,3.5909221481514076e+04,6.3680707324320522e+01
7180,1.7715610000000007e-03,2.3364347637082043e-05,1.1398659604097782e-05,2.3364347637082043e-05,2.0942679835533239e-06,1.5650228405460405e+01,9.7716117637015110e-01,1.7760158198609432e+01,1.0000000000000002e-10,2.7394444439006964e+00,7.0153394379521430e+00,3.5909221481515502e+04,6.3683063261940163e+01
7190,1.7715610000000007e-03,2.1622701876703503e-05,8.9617144358214475e-06,2.1622701876703503e-05,2.3655999095395772e-06,1.5650632545270748e+01,9.7720826625130652e-01,1.7760382198972817e+01,1.0000000000000002e-10,2.7392869222797520e+00,7.0155767487789076e+00,3.5909221481516302e+04,6.3685607656421560e+01
7200,1.7715610000000007e-03,1.9468542842656236e-05,8.4573313599794592e-06,1.9468542842656236e-05,2.1946861561124480e-06,1.5651032842149988e+01,9.7723907437621593e-01,1.7760862212026595e+01,1.0000000000000002e-10,2.7399193619560482e+00,7.0158155398982505e+00,3.5909221481514796e+04,6.3688105396670942e+01
7210,1.7715610000000007e-03,1.9449108522582701e-05,1.0174665296737221e-05,1.9449108522582701e-05,1.8764261500487907e-06,1.5651430587225185e+01,9.7726322878036875e-01,1.7761498307463373e+01,1.0000000000000002e-10,2.7403143354313007e+00,7.0160541385997544e+00,3.5909221481511850e+04,6.3690528076334360e+01
7220,1.7715610000000007e-03,2.1769753779280958e-05,1.0990739401399745e-05,2.1769753779280958e-05,1.8330151885381822e-06,1.5651827385114437e+01,9.7729407307312210e-01,1.7761978491027829e+01,1.0000000000000002e-10,2.7400717205321263e+00,7.0162926196816713e+00,3.5909221481509987e+04,6.3692884332364372e+01
7230,1.7715610000000007e-03,2.2891139373795326e-05,9.8776766523685177e-06,2.2891139373795326e-05,2.1393727690353170e-06,1.5652224545725726e+01,9.7734033968334810e-01,1.7762251399288854e+01,1.0000000000000002e-10,2.7401644513857839e+00,7.0165290097181909e+00,3.5909221481510496e+04,6.3695266948828689e+01
7240,1.7715610000000007e-03,1.9901537559436165e-05,8.3607472282794515e-06,1.9901537559436165e-05,2.2329178029122518e-06,1.5652622461093021e+01,9.7739932624553549e-01,1.7762643127186546e+01,1.0000000000000002e-10,2.7400861057230115e+00,7.0167624866968774e+00,3.5909221481512141e+04,6.3697643649780744e+01
7250,1.7715610000000007e-03,1.8860347195332565e-05,9.4056152848485180e-06,1.8860347195332565e-05,1.9102570365653862e-06,1.5653020413226798e+01,9.7745991442027746e-01,1.7763143473898797e+01,1.0000000000000002e-10,2.7403256289062825e+00,7.0169960347838334e+00,3.5909221481512555e+04,6.3700255456515066e+01
7260,1.7715610000000007e-03,2.1937391079366848e-05,1.1238330275825194e-05,2.1937391079366848e-05,1.8253784680932106e-06,1.5653417642368018e+01,9.7751534519457872e-01,1.7763631152635053e+01,1.0000000000000002e-10,2.7407755264271247e+00,7.0172302300860263e+00,3.5909221481510525e+04,6.3702637310122675e+01
7270,1.7715610000000007e-03,2.2606943954444588e-05,1.0528747105540205e-05,2.2606943954444588e-05,2.1245760079007715e-06,1.5653814002114505e+01,9.7756560612265664e-01,1.7763949388447685e+01,1.0000000000000002e-10,2.7408197038747293e+00,7.0174629302706926e+00,3.5909221481507295e+04,6.3704998449717394e+01
7280,1.7715610000000007e-03,1.9873542870781126e-05,8.4529314170116229e-06,1.9873542870781126e-05,2.2658104475582255e-06,1.5654210205147496e+01,9.7761618261974015e-01,1.7764226938321688e+01,1.0000000000000002e-10,2.7410778020902535e+00,7.0176968954848711e+00,3.5909221481505083e+04,6.3707501247664588e+01
7290,1.7715610000000007e-03,1.8807241057645319e-05,9.2229818936818580e-06,1.8807241057645319e-05,1.9600370472047843e-06,1.5654607240097702e+01,9.7767299186156298e-01,1.7764783589403581e+01,1.0000000000000002e-10,2.7408534838918772e+00,7.0179318876047496e+00,3.5909221481504923e+04,6.3709798735955808e+01
7300,1.7715610000000007e-03,2.0471512527950484e-05,1.0793860482781762e-05,2.0471512527950484e-05,1.7492445777019347e-06,1.5655005276420075e+01,9.7773691669486174e-01,1.7765472452071343e+01,1.0000000000000002e-10,2.7413218873159728e+00,7.0181658436073455e+00,3.5909221481505418e+04,6.3712103365296649e+01
7310,1.7715610000000007e-03,2.2085960948443430e-05,1.0645937566773323e-05,2.2085960948443430e-05,1.8598843351159228e-06,1.5655403488284744e+01,9.7780226192248698e-01,1.7765927551647355e+01,1.0000000000000002e-10,2.7414765363909188e+00,7.0183980732143612e+00,3.5909221481504414e+04,6.3714474458734344e+01
7320,1.7715610000000007e-03,2.1208512244255742e-05,9.2273195852124875e-06,2.1208512244255742e-05,2.1305148344981862e-06,1.5655800194931347e+01,9.7785822780078491e-01,1.7766153684522042e+01,1.0000000000000002e-10,2.7414085855160586e+00,7.0186291587861591e+00,3.5909221481501496e+04,6.3716852764740835e+01
7330,1.7715610000000007e-03,1.9255122390640219e-05,9.1281815110974508e-06,1.9255122390640219e-05,1.9845290281215082e-06,1.5656194046599474e+01,9.7790016781264810e-01,1.7766633258809875e+01,1.0000000000000002e-10,2.7416469883425356e+00,7.0188579625366536e+00,3.5909221481498331e+04,6.3719278318350959e+01
7340,1.7715610000000007e-03,2.0237366757255519e-05,1.0614977621874180e-05,2.0237366757255519e-05,1.7295117839358240e-06,1.5656585095252426e+01,9.7793400817038034e-01,1.7767281790640585e+01,1.0000000000000002e-10,2.7421758995501229e+00,7.0190862287554037e+00,3.5909221481497014e+04,6.3721804615837961e+01
7350,1.7715610000000007e-03,2.3024433598700292e-05,1.1461245249331982e-05,2.3024433598700292e-05,1.8450159122724617e-06,1.5656974225508746e+01,9.7796970233024672e-01,1.7767723351652702e+01,1.0000000000000002e-10,2.7419746717510050e+00,7.0193147447042801e+00,3.5909221481497982e+04,6.3724160340761337e+01
7360,1.7715610000000007e-03,2.2583589976720513e-05,1.0017454432271888e-05,2.2583589976720513e-05,2.2417558910094923e-06,1.5657362500649873e+01,9.7801442320006926e-01,1.7767911544061150e+01,1.0000000000000002e-10,2.7425129750117350e+00,7.0195448972410341e+00,3.5909221481499619e+04,6.3726332845526954e+01
7370,1.7715610000000007e-03,1.9856751240180714e-05,9.1382653227787702e-06,1.9856751240180714e-05,2.1644895186340292e-06,1.5657750234853721e+01,9.7806654352214428e-01,1.7768256799298761e+01,1.0000000000000002e-10,2.7425400536135203e+00,7.0197713227679648e+00,3.5909221481499881e+04,6.3728698106114109e+01
7380,1.7715610000000007e-03,2.0433565778253443e-05,1.0746562437834733e-05,2.0433565778253443e-05,1.8424871502493590e-06,1.5658136849451525e+01,9.7811986710593490e-01,1.7768851804423804e+01,1.0000000000000002e-10,2.7427104789110244e+00,7.0199981303959467e+00,3.5909221481497996e+04,6.3731026999388348e+01
7390,1.7715610000000007e-03,2.2613678835080872e-05,1.1707883100975716e-05,2.2613678835080872e-05,1.7994710696544220e-06,1.5658521848753779e+01,9.7817051264864963e-01,1.7769300780705208e+01,1.0000000000000002e-10,2.7428572923885248e+00,7.0202251819023633e+00,3.5909221481495268e+04,6.3733391604604385e+01
7400,1.7715610000000007e-03,2.2499267288393407e-05,1.0406618127646200e-05,2.2499267288393407e-05,2.0913773830183190e-06,1.5658905416405254e+01,9.7821925634978557e-01,1.7769562125375920e+01,1.0000000000000002e-10,2.7429251412767082e+00,7.0204529413619206e+00,3.5909221481493529e+04,6.3735861921913560e+01
7410,1.7715610000000007e-03,2.0998923997254789e-05,9.5910014311471711e-06,2.0998923997254789e-05,2.1249828575881195e-06,1.5659288515955085e+01,9.7826854593893997e-01,1.7769899574485077e+01,1.0000000000000002e-10,2.7427838039915957e+00,7.0206812709408304e+00,3.5909221481493667e+04,6.3738247210042019e+01
